Age,Gender,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Salary_Experience_Ratio,Workload_Score,Overall_Satisfaction_Index,Career_Stagnation_Ratio,Is_Overworked,High_Absenteeism,Age_Group_Millennial,Age_Group_Gen_X,Age_Group_Boomer
57,1,2,5987,46,19,7,8,1,3,2,61,1,6,46,5,4,1,4,36,1,0,True,False,True,False,False,False,False,True,False,299.35,276,3.0,0.35,1,0,False,False,True
43,1,3,14861,79,28,11,6,4,5,4,93,1,3,46,11,2,4,2,8,4,0,False,False,False,False,False,True,False,False,True,512.448275862069,138,3.25,0.3793103448275862,1,1,False,True,False
35,1,5,3200,74,2,4,2,3,4,2,46,0,2,30,2,1,2,4,34,4,0,False,True,True,False,False,False,False,True,False,1066.6666666666667,60,2.75,1.3333333333333333,0,0,False,True,False
49,0,3,10825,68,26,7,3,1,4,1,88,0,8,36,1,3,3,2,33,1,0,True,False,False,False,True,False,False,True,False,400.9259259259259,288,3.0,0.25925925925925924,0,0,False,False,True
53,0,2,17420,38,7,14,5,2,1,4,0,0,5,51,5,2,2,1,23,4,1,True,False,False,True,False,False,False,False,False,2177.5,255,1.5,1.75,1,0,False,False,True
20,0,3,5760,43,19,6,0,1,3,2,69,0,4,59,2,1,2,1,16,4,0,False,False,False,True,False,False,False,False,True,288.0,236,1.75,0.3,1,0,False,False,False
43,1,4,8225,22,13,7,1,4,1,1,46,0,5,52,11,4,3,2,20,2,0,True,False,True,False,False,False,False,False,True,587.5,260,2.5,0.5,1,1,False,True,False
43,0,2,7921,27,4,1,5,2,1,2,60,1,4,52,3,4,4,4,18,4,0,True,False,False,True,False,False,False,False,True,1584.2,208,3.25,0.2,1,0,False,True,False
28,1,1,6713,77,11,5,8,2,2,3,44,1,6,50,11,1,1,1,36,1,0,True,False,False,False,True,False,False,False,False,559.4166666666666,300,1.25,0.4166666666666667,1,1,True,False,False
41,1,1,12130,39,18,5,3,3,2,2,33,1,8,44,13,4,4,3,41,3,1,False,True,False,False,False,False,False,False,True,638.421052631579,352,3.25,0.2631578947368421,0,1,False,True,False
31,1,1,6116,43,21,7,2,3,2,3,52,0,4,44,16,2,4,3,20,4,1,False,True,False,False,True,False,False,True,False,278.0,176,2.75,0.3181818181818182,0,1,True,False,False
36,1,1,6617,73,28,4,7,2,4,4,55,1,9,52,13,3,2,1,14,1,0,True,False,False,False,False,False,True,False,False,228.17241379310346,468,2.5,0.13793103448275862,1,1,False,True,False
44,1,2,11955,75,21,13,6,1,5,4,78,0,5,31,0,3,1,1,17,1,0,True,False,False,True,False,False,False,False,False,543.4090909090909,155,2.5,0.5909090909090909,0,0,False,True,False
47,1,2,7619,40,11,1,1,3,3,4,13,1,4,56,4,2,2,3,7,4,0,False,False,False,False,False,True,False,False,False,634.9166666666666,224,2.5,0.08333333333333333,1,0,False,False,True
34,1,2,8188,98,13,3,9,4,2,3,40,1,2,58,12,4,1,3,17,3,1,False,True,False,False,False,True,False,False,True,584.8571428571429,116,2.5,0.21428571428571427,1,1,True,False,False
49,0,5,7966,82,10,14,3,2,3,1,40,1,7,30,10,2,3,1,37,4,0,False,True,False,False,True,False,True,False,False,724.1818181818181,210,2.25,1.2727272727272727,0,1,False,False,True
46,1,2,12461,36,26,4,9,1,1,2,5,0,4,39,6,4,3,3,1,1,0,False,True,False,False,True,False,True,False,False,461.51851851851853,156,2.75,0.14814814814814814,0,1,False,False,True
41,0,2,19342,21,17,5,5,1,5,1,45,1,7,58,15,4,4,3,47,3,1,True,False,False,True,False,False,True,False,False,1074.5555555555557,406,4.0,0.2777777777777778,1,1,False,True,False
29,1,2,14032,71,4,14,1,3,4,4,36,1,9,58,17,2,2,3,41,4,0,False,False,False,False,False,True,False,True,False,2806.4,522,2.75,2.8,1,1,True,False,False
50,1,1,18154,76,3,12,5,1,3,4,65,1,8,50,13,2,1,3,29,1,1,False,False,False,False,False,True,True,False,False,4538.5,400,2.25,3.0,1,1,False,False,True
46,1,4,11865,32,7,8,8,3,5,4,5,0,9,46,7,4,2,1,41,1,0,True,False,False,False,True,False,False,False,True,1483.125,414,3.0,1.0,1,1,False,False,True
31,0,1,7604,24,16,8,3,1,3,2,94,1,4,52,4,2,1,4,19,4,0,True,False,False,False,False,True,False,True,False,447.29411764705884,208,2.5,0.47058823529411764,1,0,True,False,False
50,1,4,12133,45,21,12,9,1,1,3,75,0,3,47,9,1,3,4,33,4,0,False,False,False,False,True,False,True,False,False,551.5,141,2.25,0.5454545454545454,1,1,False,False,True
51,1,4,7471,40,6,2,6,2,2,4,57,1,2,45,6,2,4,1,16,2,0,False,False,True,False,False,False,False,False,True,1067.2857142857142,90,2.25,0.2857142857142857,0,1,False,False,True
51,0,4,6743,69,18,10,8,1,1,2,0,1,2,34,3,1,3,1,39,3,0,False,True,False,False,False,True,False,True,False,354.89473684210526,68,1.5,0.5263157894736842,0,0,False,False,True
54,0,1,9283,39,1,4,7,1,3,1,34,1,8,41,2,1,3,3,4,4,0,True,False,False,False,False,False,False,True,False,4641.5,328,2.5,2.0,0,0,False,False,True
40,0,5,6836,66,19,14,1,1,4,1,86,0,9,45,10,3,1,3,35,2,1,False,True,False,True,False,False,True,False,False,341.8,405,2.75,0.7,0,1,False,True,False
29,0,3,5428,32,10,2,8,4,3,3,58,1,6,48,5,3,2,3,5,1,0,False,False,False,False,True,False,False,True,False,493.45454545454544,288,2.75,0.18181818181818182,1,0,True,False,False
35,1,5,17738,38,3,5,7,3,4,4,82,0,4,42,3,2,1,2,16,1,0,False,True,False,False,False,True,False,False,False,4434.5,168,2.25,1.25,0,0,False,True,False
26,1,1,14566,29,26,4,4,4,4,4,5,1,5,46,17,2,3,2,43,2,0,False,False,False,False,False,True,False,False,True,539.4814814814815,230,2.75,0.14814814814814814,1,1,True,False,False
23,0,4,12381,22,23,2,8,2,3,4,1,0,5,39,0,4,2,1,28,2,1,False,False,False,False,True,False,True,False,False,515.875,195,2.5,0.08333333333333333,0,0,False,False,False
46,1,3,16048,57,11,13,5,2,3,3,22,1,5,48,14,1,1,4,2,4,0,False,True,False,False,False,False,False,False,True,1337.3333333333333,240,2.25,1.0833333333333333,1,1,False,False,True
44,0,5,14145,38,7,3,8,4,4,4,54,0,1,49,14,1,3,3,34,4,0,True,False,False,False,False,True,False,False,True,1768.125,49,2.75,0.375,1,1,False,True,False
50,0,2,13505,99,26,3,8,1,3,1,44,0,4,54,12,3,2,2,14,2,0,False,True,True,False,False,False,False,False,False,500.18518518518516,216,2.5,0.1111111111111111,1,1,False,False,True
30,0,5,6624,79,6,14,2,2,5,3,91,1,2,49,8,1,4,4,28,1,0,False,True,False,True,False,False,False,True,False,946.2857142857143,98,3.5,2.0,1,1,True,False,False
39,1,1,18414,40,14,7,6,1,4,3,21,0,6,52,3,2,4,2,23,2,0,True,False,False,False,True,False,False,False,False,1227.6,312,3.0,0.4666666666666667,1,0,False,True,False
55,0,3,10391,88,29,4,3,3,4,4,35,0,9,35,11,4,3,1,39,4,0,True,False,False,False,False,True,False,False,False,346.3666666666667,315,3.0,0.13333333333333333,0,1,False,False,True
36,1,2,4909,40,20,1,3,1,3,1,1,1,1,56,8,3,1,3,45,1,0,False,True,False,True,False,False,False,True,False,233.76190476190476,56,2.5,0.047619047619047616,1,1,False,True,False
30,1,3,5674,80,8,5,6,4,1,1,16,1,2,30,6,1,4,2,17,3,0,False,False,False,False,True,False,True,False,False,630.4444444444445,60,2.0,0.5555555555555556,0,1,True,False,False
49,1,3,6324,54,26,6,5,1,5,1,98,1,3,34,12,4,4,1,17,3,0,False,True,False,False,True,False,False,False,True,234.22222222222223,102,3.5,0.2222222222222222,0,1,False,False,True
54,0,5,5602,28,11,6,3,1,3,4,46,1,9,50,16,3,2,4,14,3,1,False,False,False,False,True,False,True,False,False,466.8333333333333,450,3.0,0.5,1,1,False,False,True
57,1,4,3154,47,2,14,4,1,2,1,10,1,5,39,9,1,2,4,39,1,1,True,False,False,False,False,False,True,False,False,1051.3333333333333,195,2.25,4.666666666666667,0,1,False,False,True
41,0,5,15057,71,7,12,5,3,5,1,21,1,5,49,4,2,3,3,26,1,0,True,False,True,False,False,False,False,False,False,1882.125,245,3.25,1.5,1,0,False,True,False
46,1,2,14833,53,17,10,3,2,2,4,8,0,6,47,5,1,2,4,32,4,0,False,False,False,False,True,False,False,True,False,824.0555555555555,282,2.25,0.5555555555555556,1,0,False,False,True
56,1,1,13571,15,24,11,7,1,5,3,1,0,5,54,7,4,4,1,30,2,0,False,True,False,False,False,False,False,True,False,542.84,270,3.5,0.44,1,1,False,False,True
54,1,5,4527,51,5,2,3,2,4,4,69,0,1,30,5,4,4,2,44,1,0,True,False,False,False,True,False,False,False,True,754.5,30,3.5,0.3333333333333333,0,0,False,False,True
23,0,4,3625,32,6,5,9,1,5,4,44,1,9,43,7,1,1,3,36,2,0,False,False,False,False,True,False,False,True,False,517.8571428571429,387,2.5,0.7142857142857143,0,1,False,False,False
35,0,4,12657,44,22,4,3,2,3,2,74,1,4,59,0,1,3,2,13,1,1,False,False,False,False,False,False,True,False,False,550.304347826087,236,2.25,0.17391304347826086,1,0,False,True,False
35,0,5,19348,41,17,14,9,3,2,2,59,0,5,53,2,1,3,1,42,3,0,False,True,True,False,False,False,False,True,False,1074.888888888889,265,1.75,0.7777777777777778,1,0,False,True,False
40,0,2,15428,74,23,11,9,2,1,2,10,1,7,35,0,4,2,4,13,3,1,False,False,False,True,False,False,False,True,False,642.8333333333334,245,2.75,0.4583333333333333,0,0,False,True,False
45,1,4,6077,63,15,5,0,2,2,3,41,0,4,41,13,1,3,2,26,1,0,False,False,False,False,False,True,True,False,False,379.8125,164,2.0,0.3125,0,1,False,False,True
55,1,4,3904,44,3,7,5,3,4,1,52,0,3,54,18,4,4,4,30,1,0,False,True,False,False,True,False,False,False,True,976.0,162,4.0,1.75,1,1,False,False,True
38,0,2,16651,59,18,3,0,2,4,4,85,1,9,49,17,3,1,2,37,3,0,True,False,True,False,False,False,False,False,True,876.3684210526316,441,2.5,0.15789473684210525,1,1,False,True,False
36,0,2,5022,35,15,14,8,1,1,4,36,1,6,42,13,1,1,4,47,2,0,True,False,False,False,False,True,True,False,False,313.875,252,1.75,0.875,0,1,False,True,False
45,0,2,4242,68,23,8,4,4,5,3,4,0,6,54,17,1,1,3,34,2,1,True,False,False,False,True,False,False,True,False,176.75,324,2.5,0.3333333333333333,1,1,False,False,True
41,0,2,13818,30,26,11,1,1,5,4,24,1,3,32,11,3,2,2,2,2,0,False,False,False,False,False,True,False,True,False,511.77777777777777,96,3.0,0.4074074074074074,0,1,False,True,False
47,1,5,5711,95,25,12,8,3,4,1,69,1,8,57,2,2,3,3,47,4,0,False,False,False,False,False,False,False,False,True,219.65384615384616,456,3.0,0.46153846153846156,1,0,False,False,True
20,0,5,4294,32,4,12,7,3,1,3,72,1,6,33,5,4,2,1,26,4,0,False,True,True,False,False,False,False,False,True,858.8,198,2.0,2.4,0,0,False,False,False
55,0,3,13977,48,23,9,3,3,4,3,43,1,6,54,3,3,3,4,28,2,0,False,False,True,False,False,False,False,False,True,582.375,324,3.5,0.375,1,0,False,False,True
56,1,3,15350,35,21,1,2,1,2,3,66,0,5,57,7,3,2,1,45,4,0,False,False,False,True,False,False,False,False,False,697.7272727272727,285,2.0,0.045454545454545456,1,1,False,False,True
21,0,3,8937,90,10,1,3,4,5,2,55,0,1,47,6,1,2,4,1,4,0,True,False,False,True,False,False,False,False,True,812.4545454545455,47,3.0,0.09090909090909091,1,1,False,False,False
36,1,4,12055,45,26,9,9,2,2,3,25,1,9,40,14,1,1,3,7,1,1,False,False,False,False,False,True,False,True,False,446.48148148148147,360,1.75,0.3333333333333333,0,1,False,True,False
59,0,2,4556,24,11,14,3,4,2,3,16,0,4,47,6,3,2,4,3,2,1,False,False,False,False,False,False,False,False,True,379.6666666666667,188,2.75,1.1666666666666667,1,1,False,False,True
57,1,5,17461,18,23,10,8,3,3,3,14,0,2,56,2,4,4,3,31,2,0,False,False,False,False,False,True,False,True,False,727.5416666666666,112,3.5,0.4166666666666667,1,0,False,False,True
40,0,5,8525,29,1,1,5,4,5,3,66,1,9,58,7,1,1,1,49,3,1,False,True,False,False,True,False,False,True,False,4262.5,522,2.0,0.5,1,1,False,True,False
28,0,2,15907,67,27,2,3,4,4,3,28,1,8,36,7,3,4,1,3,3,0,False,False,True,False,False,False,False,True,False,568.1071428571429,288,3.0,0.07142857142857142,0,1,True,False,False
32,0,3,10525,73,29,3,1,1,4,3,63,1,9,34,7,1,2,3,41,3,0,False,True,False,False,False,True,False,False,True,350.8333333333333,306,2.5,0.1,0,1,True,False,False
30,0,4,15375,69,10,7,8,4,2,1,28,1,5,46,10,3,3,4,15,1,1,True,False,False,False,False,True,False,False,True,1397.7272727272727,230,3.0,0.6363636363636364,1,1,True,False,False
35,0,5,7784,76,25,10,6,2,1,3,54,0,6,33,10,3,2,3,35,1,1,False,False,True,False,False,False,True,False,False,299.38461538461536,198,2.25,0.38461538461538464,0,1,False,True,False
35,1,1,11035,56,22,3,4,1,3,1,30,0,1,32,3,3,3,4,33,2,0,False,True,True,False,False,False,False,False,True,479.7826086956522,32,3.25,0.13043478260869565,0,0,False,True,False
21,0,4,9794,42,15,9,1,2,3,1,82,0,1,58,2,1,4,4,18,3,0,True,False,False,True,False,False,False,False,True,612.125,58,3.0,0.5625,1,0,False,False,False
27,1,4,7732,21,8,2,0,4,2,3,39,0,1,46,18,3,4,4,15,2,0,False,False,False,True,False,False,False,False,True,859.1111111111111,46,3.25,0.2222222222222222,1,1,True,False,False
32,1,3,3521,25,9,3,6,3,3,4,62,1,5,50,18,1,2,2,2,4,0,False,True,True,False,False,False,False,False,False,352.1,250,2.0,0.3,1,1,True,False,False
36,1,2,8697,43,1,9,2,3,3,4,36,1,6,32,4,4,4,1,15,3,0,False,True,False,False,False,True,False,False,True,4348.5,192,3.0,4.5,0,0,False,True,False
58,1,1,5847,48,21,6,7,1,2,4,69,1,3,33,11,4,3,3,46,4,0,True,False,False,False,True,False,False,False,False,265.77272727272725,99,3.0,0.2727272727272727,0,1,False,False,True
43,0,3,7111,39,12,11,3,2,4,4,0,1,3,48,16,1,2,2,16,4,0,False,False,False,False,False,True,False,True,False,547.0,144,2.25,0.8461538461538461,1,1,False,True,False
22,0,2,16081,70,16,12,4,4,2,3,73,0,9,47,16,4,3,3,24,4,0,False,False,False,False,True,False,False,True,False,945.9411764705883,423,3.0,0.7058823529411765,1,1,False,False,False
49,0,1,15647,54,7,11,2,1,2,2,72,1,6,34,1,2,2,1,32,4,0,False,False,True,False,False,False,False,True,False,1955.875,204,1.75,1.375,0,0,False,False,True
32,0,5,11422,77,12,9,6,2,5,4,38,1,8,42,11,3,3,4,44,3,0,False,True,False,False,True,False,False,True,False,878.6153846153846,336,3.75,0.6923076923076923,0,1,True,False,False
38,1,1,11119,64,12,14,3,1,4,4,78,0,1,32,11,1,4,1,5,3,0,False,False,False,True,False,False,False,False,False,855.3076923076923,32,2.5,1.0769230769230769,0,1,False,True,False
26,1,3,9749,25,11,5,0,2,2,2,20,1,1,36,2,3,2,2,16,4,0,False,True,True,False,False,False,False,False,False,812.4166666666666,36,2.25,0.4166666666666667,0,0,True,False,False
28,1,1,14656,74,16,4,4,3,5,1,27,0,9,48,12,3,1,3,24,4,1,False,True,False,False,False,False,False,True,False,862.1176470588235,432,3.0,0.23529411764705882,1,1,True,False,False
38,0,1,3518,78,8,2,1,1,3,2,62,0,9,34,3,2,4,1,48,4,0,True,False,False,False,True,False,False,False,True,390.8888888888889,306,2.5,0.2222222222222222,0,0,False,True,False
59,0,1,11675,18,19,12,6,4,1,2,52,0,1,44,19,3,2,2,22,2,0,False,True,False,False,True,False,False,True,False,583.75,44,2.0,0.6,0,1,False,False,True
41,0,5,13304,45,8,1,1,2,4,4,19,0,2,46,14,4,3,1,14,3,0,True,False,False,False,False,False,False,True,False,1478.2222222222222,92,3.0,0.1111111111111111,1,1,False,True,False
37,0,2,13458,88,5,11,3,4,5,2,48,0,4,48,11,2,1,2,15,4,1,True,False,False,False,False,False,False,False,False,2243.0,192,2.5,1.8333333333333333,1,1,False,True,False
42,1,1,6851,68,17,5,1,1,4,2,96,0,9,44,14,1,1,2,17,2,1,False,False,True,False,False,False,False,True,False,380.6111111111111,396,2.0,0.2777777777777778,0,1,False,True,False
21,0,4,16519,94,16,1,6,1,5,2,62,0,5,40,14,1,1,1,19,2,0,True,False,False,False,False,True,False,False,False,971.7058823529412,200,2.0,0.058823529411764705,0,1,False,False,False
30,0,3,9855,70,4,6,2,2,3,4,47,1,7,45,1,4,4,3,14,2,0,False,False,False,False,False,False,True,False,False,1971.0,315,3.5,1.2,0,0,True,False,False
50,1,4,15056,58,18,11,1,2,3,2,96,0,3,46,3,3,4,1,22,1,0,True,False,False,False,True,False,False,False,False,792.421052631579,138,2.75,0.5789473684210527,1,0,False,False,True
52,1,2,8004,95,12,6,1,1,1,3,44,0,2,51,15,1,4,4,11,3,1,False,True,False,False,False,False,False,True,False,615.6923076923077,102,2.5,0.46153846153846156,1,1,False,False,True
33,0,3,11957,19,21,14,1,1,3,4,34,0,7,52,4,2,3,1,42,2,0,False,False,True,False,False,False,False,False,True,543.5,364,2.25,0.6363636363636364,1,0,True,False,False
35,0,2,19039,81,4,7,5,2,3,4,3,1,9,55,4,3,1,3,34,1,0,False,True,True,False,False,False,False,False,False,3807.8,495,2.5,1.4,1,0,False,True,False
30,1,3,6360,94,18,9,7,3,1,2,51,0,6,46,9,3,1,2,1,3,0,False,False,False,False,True,False,False,False,False,334.7368421052632,276,1.75,0.47368421052631576,1,1,True,False,False
52,0,4,16218,82,7,6,6,4,4,4,91,0,4,51,17,4,1,2,22,4,0,False,True,False,False,True,False,False,False,False,2027.25,204,2.75,0.75,1,1,False,False,True
26,1,4,9758,23,2,13,9,4,3,1,43,0,9,53,16,2,1,4,14,2,0,True,False,False,False,True,False,False,True,False,3252.6666666666665,477,2.5,4.333333333333333,1,1,True,False,False
50,1,5,3987,18,2,3,0,1,4,2,35,1,6,44,6,4,2,2,11,3,0,False,False,False,False,False,True,False,True,False,1329.0,264,3.0,1.0,0,1,False,False,True
33,0,2,11207,99,13,8,2,1,1,4,20,1,4,32,2,3,1,3,3,1,1,False,False,False,False,True,False,False,False,False,800.5,128,2.0,0.5714285714285714,0,0,True,False,False
47,1,4,17880,88,4,5,7,2,2,2,68,1,4,41,4,2,3,4,12,3,1,False,False,True,False,False,False,False,False,True,3576.0,164,2.75,1.0,0,0,False,False,True
35,0,3,12762,95,5,8,7,4,3,2,13,0,5,42,8,1,3,3,41,4,0,True,False,True,False,False,False,False,True,False,2127.0,210,2.5,1.3333333333333333,0,1,False,True,False
38,0,1,16413,30,26,8,8,4,4,2,11,1,9,48,1,4,1,1,6,4,0,False,True,False,False,False,False,False,False,True,607.8888888888889,432,2.5,0.2962962962962963,1,0,False,True,False
36,0,1,7427,84,12,3,6,1,5,1,69,1,8,48,6,3,1,1,6,3,0,True,False,False,False,True,False,True,False,False,571.3076923076923,384,2.5,0.23076923076923078,1,1,False,True,False
45,0,1,3078,29,11,7,4,3,5,4,90,0,1,49,3,4,1,4,20,4,0,True,False,False,False,False,True,False,False,True,256.5,49,3.5,0.5833333333333334,1,0,False,False,True
25,1,5,12236,66,29,4,2,1,2,3,35,1,3,49,10,1,3,1,15,2,0,True,False,False,True,False,False,False,True,False,407.8666666666667,147,1.75,0.13333333333333333,1,1,True,False,False
28,0,4,18258,45,3,9,7,1,3,1,11,0,3,55,10,4,4,2,20,2,0,False,True,False,False,False,False,False,False,False,4564.5,165,3.25,2.25,1,1,True,False,False
36,0,2,12803,94,11,7,4,1,3,1,64,1,3,38,9,1,2,4,11,1,0,True,False,False,False,False,True,True,False,False,1066.9166666666667,114,2.5,0.5833333333333334,0,1,False,True,False
50,1,2,3431,58,9,10,4,4,3,3,69,0,3,50,3,1,2,2,10,2,1,False,False,False,False,True,False,False,False,True,343.1,150,2.0,1.0,1,0,False,False,True
31,0,5,16336,50,26,2,7,3,5,1,87,0,3,33,5,2,3,1,30,4,0,True,False,False,False,False,True,False,False,False,605.0370370370371,99,2.75,0.07407407407407407,0,0,True,False,False
42,0,3,17638,16,22,1,7,3,2,1,80,0,2,44,3,4,2,4,47,4,0,False,True,False,True,False,False,True,False,False,766.8695652173913,88,3.0,0.043478260869565216,0,0,False,True,False
24,0,4,17129,42,27,6,7,4,5,2,34,0,3,38,8,4,2,2,4,3,0,False,False,False,False,False,True,False,False,True,611.75,114,3.25,0.21428571428571427,0,1,False,False,False
55,0,4,18424,54,8,6,3,3,3,3,68,1,5,39,10,2,3,3,22,2,1,False,True,False,True,False,False,False,False,False,2047.111111111111,195,2.75,0.6666666666666666,0,1,False,False,True
55,1,3,11463,77,21,10,2,4,2,3,72,1,7,45,15,2,4,1,48,3,0,True,False,False,True,False,False,True,False,False,521.0454545454545,315,2.25,0.45454545454545453,0,1,False,False,True
22,1,3,17334,77,8,5,5,2,5,4,41,0,4,33,9,3,3,4,28,1,1,False,True,False,True,False,False,False,True,False,1926.0,132,3.75,0.5555555555555556,0,1,False,False,False
43,0,4,18315,31,10,2,4,2,3,1,15,0,1,30,16,1,3,2,48,3,1,False,False,False,False,False,True,False,False,True,1665.0,30,2.25,0.18181818181818182,0,1,False,True,False
36,1,4,7431,52,6,9,9,4,2,4,60,0,7,52,17,4,4,2,23,1,0,False,True,False,False,True,False,False,False,True,1061.5714285714287,364,3.0,1.2857142857142858,1,1,False,True,False
58,1,1,11949,50,23,6,4,4,2,3,7,1,1,39,14,2,2,2,33,2,1,False,False,True,False,False,False,True,False,False,497.875,39,2.0,0.25,0,1,False,False,True
45,1,2,7303,46,18,4,4,4,1,3,81,0,7,42,12,4,2,4,8,4,0,False,False,True,False,False,False,False,False,True,384.36842105263156,294,2.75,0.21052631578947367,0,1,False,False,True
23,1,1,11305,68,6,7,2,4,2,3,30,1,2,54,5,2,3,2,16,3,0,True,False,False,False,False,True,False,False,False,1615.0,108,2.25,1.0,1,0,False,False,False
31,0,1,8016,73,21,14,6,4,1,3,60,1,3,53,11,2,1,1,26,1,0,True,False,False,False,True,False,False,False,True,364.3636363636364,159,1.25,0.6363636363636364,1,1,True,False,False
20,1,2,4962,39,12,9,4,4,3,3,56,0,7,54,16,1,1,3,12,3,0,False,False,True,False,False,False,False,False,True,381.6923076923077,378,2.0,0.6923076923076923,1,1,False,False,False
40,0,5,6065,91,16,8,3,3,1,2,81,1,2,33,17,1,2,2,41,2,0,False,True,False,True,False,False,False,False,False,356.7647058823529,66,1.5,0.47058823529411764,0,1,False,True,False
38,0,5,6948,28,24,1,3,2,3,1,45,0,5,55,6,2,4,1,36,4,0,False,False,False,False,False,True,False,False,False,277.92,275,2.5,0.04,1,1,False,True,False
40,1,5,10671,58,21,3,6,2,3,3,41,1,2,56,13,4,3,3,44,1,1,True,False,False,False,False,True,False,True,False,485.04545454545456,112,3.25,0.13636363636363635,1,1,False,True,False
37,0,5,10106,39,16,10,0,1,4,4,21,1,1,33,10,4,2,2,2,4,0,False,True,False,False,False,False,False,False,False,594.4705882352941,33,3.0,0.5882352941176471,0,1,False,True,False
22,1,3,17688,49,23,2,7,2,1,1,57,1,7,56,9,2,1,3,16,4,1,False,False,False,False,False,False,False,False,True,737.0,392,1.75,0.08333333333333333,1,1,False,False,False
51,0,1,8422,93,4,3,0,2,2,3,87,0,8,43,19,1,1,4,31,3,0,True,False,False,False,False,False,True,False,False,1684.4,344,2.0,0.6,0,1,False,False,True
29,0,3,16429,93,18,13,5,1,2,3,83,0,1,43,8,4,1,3,29,2,1,False,False,False,False,True,False,False,False,True,864.6842105263158,43,2.5,0.6842105263157895,0,1,True,False,False
59,1,3,13274,61,29,5,3,1,3,3,83,1,6,46,8,2,3,4,14,4,0,False,False,False,False,False,True,False,True,False,442.46666666666664,276,3.0,0.16666666666666666,1,1,False,False,True
34,0,2,5915,61,27,6,6,4,1,2,54,0,7,44,5,4,4,1,5,4,0,False,False,False,False,False,False,True,False,False,211.25,308,2.5,0.21428571428571427,0,0,True,False,False
24,1,5,17199,31,13,3,5,4,5,3,16,1,5,59,0,1,3,1,5,3,1,False,True,False,False,False,True,False,True,False,1228.5,295,2.5,0.21428571428571427,1,0,False,False,False
23,0,4,13283,37,3,2,4,2,2,2,65,0,2,35,0,1,3,2,23,2,0,True,False,False,True,False,False,False,False,True,3320.75,70,2.0,0.5,0,0,False,False,False
47,0,5,12389,31,27,5,4,1,5,2,45,0,5,31,9,1,1,2,37,4,1,True,False,False,False,False,False,False,False,False,442.4642857142857,155,2.25,0.17857142857142858,0,1,False,False,True
23,1,1,3197,43,26,13,5,4,1,2,33,1,8,56,17,3,2,2,9,3,0,False,False,False,False,False,True,True,False,False,118.4074074074074,448,2.0,0.48148148148148145,1,1,False,False,False
34,1,3,12048,16,12,4,6,3,2,3,37,0,1,54,17,3,3,4,38,3,0,False,False,False,False,True,False,False,False,True,926.7692307692307,54,3.0,0.3076923076923077,1,1,True,False,False
36,1,1,19179,25,20,5,2,4,5,1,15,1,6,59,9,2,1,3,13,3,0,False,False,False,False,True,False,True,False,False,913.2857142857143,354,2.75,0.23809523809523808,1,1,False,True,False
22,0,3,3845,30,19,10,2,4,2,4,90,0,6,30,15,4,4,1,36,2,0,False,True,False,False,True,False,False,True,False,192.25,180,2.75,0.5,0,1,False,False,False
29,1,3,9290,65,23,4,6,1,4,4,61,0,7,52,7,1,2,2,6,3,0,True,False,False,False,False,False,False,False,True,387.0833333333333,364,2.25,0.16666666666666666,1,1,True,False,False
42,1,3,7965,95,28,4,2,2,4,1,3,0,3,40,10,3,4,2,29,3,1,False,False,False,False,True,False,True,False,False,274.6551724137931,120,3.25,0.13793103448275862,0,1,False,True,False
37,1,4,3345,35,5,8,6,2,3,2,57,0,2,55,11,1,1,2,24,3,1,True,False,True,False,False,False,False,False,True,557.5,110,1.75,1.3333333333333333,1,1,False,True,False
20,1,5,19539,35,19,6,1,3,1,4,81,0,6,37,18,3,2,3,36,4,0,False,False,False,True,False,False,False,False,True,976.95,222,2.25,0.3,0,1,False,False,False
54,0,3,18947,20,19,2,7,2,2,4,9,1,4,34,0,2,4,2,37,2,0,True,False,False,False,False,True,False,True,False,947.35,136,2.5,0.1,0,0,False,False,True
50,0,2,8561,60,25,3,8,1,5,4,65,1,5,43,5,1,1,3,10,4,0,False,False,True,False,False,False,False,True,False,329.2692307692308,215,2.5,0.11538461538461539,0,0,False,False,True
20,0,3,11333,37,29,8,5,3,2,2,58,0,4,30,14,3,2,2,21,1,1,False,True,False,False,False,False,False,True,False,377.76666666666665,120,2.25,0.26666666666666666,0,1,False,False,False
22,0,5,19487,72,12,1,1,2,2,1,81,0,2,58,10,2,2,4,19,3,0,False,False,False,False,False,True,False,False,False,1499.0,116,2.5,0.07692307692307693,1,1,False,False,False
22,0,5,15241,71,28,13,8,1,5,4,94,0,3,46,12,3,2,1,7,3,0,False,False,False,False,False,True,True,False,False,525.551724137931,138,2.75,0.4482758620689655,1,1,False,False,False
56,0,4,6531,75,25,6,4,1,5,1,35,1,5,50,5,3,2,2,38,4,1,False,False,False,False,True,False,False,True,False,251.19230769230768,250,3.0,0.23076923076923078,1,0,False,False,True
